"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
| `isigeo_iduser` |  | `int4` |
| --- | --- | --- |
| `ogc_fid` | Identifiant | `serial` |
| `isigeo_synchro_statut` |  | `varchar` |
| `isigeo_obj` |  | `int4` |
| `isigeo_iduser` |  | `int4` |
| `isigeo_user` |  | `varchar` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_lot` |  | `varchar` |
| `nom` | Nom | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/615797bc8ca342f2a8fc04a3687dd3f1).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.539000";"2024-02-23T00:00:00";"boites-a-livres,culture,developpement-durable,donnees-ouvertes,livre";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2024-02-23T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2179;172
"61a515bfc57cbaa121993394";"Places de stationnement PMR - Bayonne";"places-de-stationnement-pmr-bayonne-1";"";"https://www.data.gouv.fr/datasets/places-de-stationnement-pmr-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Localisation des places de stationnement pour personnes à mobilité réduite à Bayonne.
**Contexte de collecte**
Inventaire stationnement PMR
**Méthode de collecte**
Localisation mise à jour principalement sur la base des orthophotos successives (2009, 2011, 2016).
Autre informations recueillies sur le terrain (via tablette depuis 2015)
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `date_arrete` | Date de l'arrêté | `timestamp` |
| `date_verification_varchar` |  | `char` |
| `idtype_place` |  | `int4` |
| `isigeo_synchro_lock` | (Usage interne) | `varchar` |
| `nom` | Nom | `varchar` |
| `date_arrete_varchar` |  | `char` |
| `isigeo_iduser` | (Usage interne) | `int4` |
| `num` |  | `int4` |
| `code_insee` | Code INSEE | `int4` |
| `date_verification` | Date de vérification | `timestamp` |
| `arrete` | Arrêté | `char` |
| `isigeo_synchro_statut` | (Usage interne) | `varchar` |
| `idgestionnaire` |  | `int4` |
| `num_arrete` | Numéro arrêté | `varchar` |
| `isigeo_user` | (Usage interne) | `varchar` |
| `gestionnaire` | Gestionnaire | `varchar` |
| `preconisations` | Préconisations | `varchar` |
| `ogc_fid` | Identifiant unique | `serial` |
| `isigeo_obj` | (Usage interne) | `int4` |
| `type_place` | Type de place | `varchar` |
| `isigeo_lot` | (Usage interne) | `varchar` |
| `idstationnement` |  | `varchar` |
| `typeStationnement` |  | `varchar` |
| `type_stationnement_libelle` |  | `varchar` |
| `idtype_stationnement_libelle` |  | `int4` |
| `etatRevetement` |  | `varchar` |
| `etat_revetement_libelle` |  | `varchar` |
| `idetat_revetement_libelle` |  | `int4` |
| `longueurStat` |  | `numeric` |
| `largeurStat` |  | `numeric` |
| `bandLatSecurite` |  | `int4` |
| `surLongueur` |  | `numeric` |
| `signalPMR` |  | `int4` |
| `marquageSol` |  | `int4` |
| `pente` |  | `int4` |
| `devers` |  | `int4` |
| `typeSol` |  | `varchar` |
| `type_sol_libelle` |  | `varchar` |
| `idtype_sol_libelle` |  | `int4` |
| `adr_rue` |  | `varchar` |
| `idadr_rue` |  | `int4` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/a4d9c838f717448cb2bbed60d31caa5a).";"";"monthly";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.535000";"2024-12-19T00:00:00";"accessibilite,deplacements,donnees-ouvertes,handicap,personnes-a-mobilite-reduite,pmr,stationnement";False;3;3;"zip,geojson,csv";"DCAT";"dcat.isogeo.com";"";"2024-12-19T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";5610;1165
"61a515bf7df9f111464ed799";"Limite de commune - Bayonne";"limite-de-commune-bayonne-1";"";"https://www.data.gouv.fr/datasets/limite-de-commune-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Limite de la commune de Bayonne
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `GC_KEY` |  | `number` |
| `CODE_INSEE` |  | `varchar2` |
| `NOM` |  | `varchar2` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/9f734ba0eb394aa48e1e48dbc4003f64).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.255000";"2019-08-29T00:00:00";"decoupages,donnees-ouvertes,limites-administratives";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2019-08-29T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2163;208
"61a515bf39004708b94ed799";"Parcs et jardins publics - Bayonne";"parcs-et-jardins-publics-bayonne-1";"";"https://www.data.gouv.fr/datasets/parcs-et-jardins-publics-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Ponctuels représentant les parcs et jardins gérés par la ville de Bayonne et ouverts au public.
**Contexte de collecte**
Sélection des espaces verts gérés par la ville représentant les parcs et jardins.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `nbre_arbres` | Nombre d'arbres | `int4` |
| `ogc_fid` | Identifiant | `int4` |
| `date_modif` | Date de modification | `date` |
| `nom` | Nom | `varchar` |
| `code_insee` | Code INSEE | `int4` |
| `surface` | Surface | `float8` |
| `destination` | Destination | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/f1b156fb326f411e8e0688a216a1fc94).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.225000";"2025-12-16T00:00:00";"donnees-ouvertes,espaces-verts,vegetation";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2025-12-16T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2281;253
"61a515bfee19390a814ed7a1";"Equipements collectifs publics de transports - Bayonne";"equipements-collectifs-publics-de-transports-bayonne-1";"";"https://www.data.gouv.fr/datasets/equipements-collectifs-publics-de-transports-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Localisations des équipements collectifs publics liés aux transports sur le territoire de Bayonne, soit :
* les parkings (de surface / stationnements sur voirie / parkings couverts / autres)
* les emplacements de taxi
* les gares routières et SNCF
**Contexte de collecte**
La nomenclature utilisée est celle établie par le groupe de travail ""Localisation des équipements collectifs publics"" du [CRIGE PACA](http://www.crige-paca.org/) en février 2008. Certains noms d'équipements ont été adaptés pour correspondre aux équipements de Bayonne (exemple : PIJ Point Information Jeunesse en PACA correspond à BIJ Bureau Information Jeunesse à Bayonne).
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `isigeo_lock` |  | `varchar` |
| `isigeo_synchro_statut` |  | `varchar` |
| `idniveau_2` |  | `int4` |
| `nature_grand_public` | Nature grand public | `varchar` |
| `isigeo_iduser` |  | `int4` |
| `isigeo_user` |  | `varchar` |
| `niveau_2` | Niveau 2 | `varchar` |
| `ogc_fid` |  | `serial,PrimaryKey` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_obj` |  | `int4` |
| `idnature_grand_public` |  | `int4` |
| `code_insee` | Code INSEE | `int4` |
| `adresse` | Adresse | `varchar` |
| `nbre_de_places` | Nombre de places | `int4` |
| `isigeo_statut` |  | `varchar` |
| `idniveau_3` |  | `int4` |
| `niveau_3` | Niveau 3 | `varchar` |
| `isigeo_lot` |  | `varchar` |
| `nom` | Nom | `varchar` |
| `tarification` |  | `varchar` |
| `idtarification` |  | `int4` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/743b89ce1cd543e8b43f9fc65b0a4a08).";"";"semiannual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.215000";"2023-10-20T00:00:00";"donnees-ouvertes,equipements-publics,gare,parking,stationnement,taxi,train,transports";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2023-10-20T00:00:00";"";"0.56";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2325;234
"61a515bfd1a040ba8f4ed79a";"Localisation des places de stationnement ""arrêt minute"" - Bayonne";"localisation-des-places-de-stationnement-arret-minute-bayonne-1";"";"https://www.data.gouv.fr/datasets/localisation-des-places-de-stationnement-arret-minute-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Localisation des places de stationnement ""arrêt minute"" à Bayonne.
**Méthode de collecte**
Saisie sur orthophoto
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `ogc_fid` | Identifiant | `serial` |
| `nbre_places` | Nombre de places | `int4` |
| `observation` | Observation | `text` |
| `duree_auth` | Durée | `int4` |
| `annee_deb` | Année début | `int4` |
| `type_borne` | Type borne | `varchar` |
| `idtype_borne` |  | `int4` |
| `alimentation` | Alimentation | `varchar` |
| `idalimentation` |  | `int4` |
| `idreseau` |  | `int4` |
| `reseau` | Réseau | `varchar` |
| `isigeo_synchro_statut` |  | `varchar` |
| `isigeo_obj` |  | `int4` |
| `isigeo_iduser` |  | `int4` |
| `isigeo_user` |  | `varchar` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_lot` |  | `varchar` |
| `code_insee` | Code INSEE | `int4` |
| `adresse` |  | `varchar` |
| `fichier_arrete` |  | `varchar` |
| `date_arrete` |  | `timestamp` |
| `bam_id` |  | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/39a4dd9d6405414092ed7cd8400e831f).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.212000";"2024-05-10T00:00:00";"donnees-ouvertes,grand-public,minute,parking,stationnement";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2024-05-10T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";2373;224
"61a515bf1261c985b6993394";"Equipements collectifs publics culturels - Bayonne";"equipements-collectifs-publics-culturels-bayonne-1";"";"https://www.data.gouv.fr/datasets/equipements-collectifs-publics-culturels-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Localisation des équipements culturels de Bayonne.
**Méthode de collecte**
La nomenclature utilisée est celle établie par le groupe de travail ""Localisation des équipements collectifs publics"" du [CRIGE PACA](http://www.crige-paca.org/) en février 2008. Certains noms d'équipements ont été adaptés pour correspondre aux équipements de Bayonne (exemple : PIJ Point Information Jeunesse en PACA correspond à BIJ Bureau Information Jeunesse à Bayonne).
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `nom` | Nom | `varchar` |
| `isigeo_statut` | (Usage interne) | `varchar` |
| `niveau_2` | Niveau 2 | `varchar` |
| `isigeo_lock` | (Usage interne) | `varchar` |
| `idniveau_2` | (Usage interne) | `int4` |
| `isigeo_synchro_statut` | (Usage interne) | `varchar` |
| `isigeo_lot` | (Usage interne) | `varchar` |
| `adresse` | Adresse | `varchar` |
| `niveau_3` | Niveau 3 | `varchar` |
| `isigeo_user` | (Usage interne) | `varchar` |
| `isigeo_iduser` | (Usage interne) | `int4` |
| `isigeo_obj` | (Usage interne) | `int4` |
| `ogc_fid` | Identifiant unique | `int4` |
| `isigeo_synchro_lock` | (Usage interne) | `varchar` |
| `idniveau_3` | (Usage interne) | `int4` |
| `code_insee` | Code INSEE | `int4` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/71bfe0a2709c4507a5aaf33ced260ff9).";"";"semiannual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.204000";"2025-11-21T00:00:00";"art,cinema,culture,donnees-ouvertes,equipements-publics,mediatheque,musee,spectacle";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2025-11-21T00:00:00";"";"0.67";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1813;162
"61a515bf84b460c93c4ed7a0";"Marchés, halles et foires - Bayonne";"marches-halles-et-foires-bayonne-1";"";"https://www.data.gouv.fr/datasets/marches-halles-et-foires-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Localisation des marchés, halles et foires ayant lieu régulièrement à Bayonne.
**Contexte de collecte**
Carte grand public des ""Marchés, halles, foires"" sur bayonne.fr.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `type` | Type | `varchar` |
| `isigeo_synchro_statut` |  | `varchar` |
| `nom` | Nom | `varchar` |
| `isigeo_obj` |  | `int4` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_iduser` |  | `int4` |
| `idtype` |  | `int4` |
| `ogc_fid` |  | `int4` |
| `isigeo_user` |  | `varchar` |
| `isigeo_lot` |  | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/b65e8c42e42847ddaa60fe17f73904f0).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.194000";"2025-11-21T00:00:00";"commerce,donnees-ouvertes,equipements-publics,marche";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2025-11-21T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1948;170
"61a515bfc57cbaa121993393";"Zones de stationnement payant - Bayonne";"zones-de-stationnement-payant-bayonne-1";"";"https://www.data.gouv.fr/datasets/zones-de-stationnement-payant-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Zones de stationnement payant sur voirie à Bayonne.
**Contexte de collecte**
Le stationnement réglementé sur voirie est réparti sur quatre quartiers : Grand-Bayonne Est, Grand-Bayonne Ouest, Petit-Bayonne et Saint-Esprit. 
**Méthode de collecte**
Les zones sont saisies et mises à jour selon les informations données par le service Stationnement.
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `isigeo_iduser` |  | `int4` |
| `nom` | Nom | `varchar` |
| `isigeo_user` |  | `varchar` |
| `isigeo_synchro_statut` |  | `varchar` |
| `isigeo_statut` |  | `varchar` |
| `date_de_saisie` | Date de saisie | `date` |
| `ogc_fid` | Identifiant | `serial` |
| `isigeo_lock` |  | `varchar` |
| `isigeo_lot` |  | `varchar` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_obj` |  | `int4` |
| `code_insee` | Code INSEE | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/40d94c51ba424e40ad98142a43bf0da4).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.188000";"2024-12-06T00:00:00";"donnees-ouvertes,grand-public,parking,stationnement";False;2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2024-12-06T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";4011;406
"61a515bfccea66e0164ed7a0";"Ilots du PRNQAD - Bayonne";"ilots-du-prnqad-bayonne-1";"";"https://www.data.gouv.fr/datasets/ilots-du-prnqad-bayonne-1";"Ville de Bayonne";"58d53c4688ee380aeea5e932";"";"";"Ilots concernés par le Programme National de Requalification des Quartiers Anciens Dégradés (PNRQAD), qu'ils soient prioritaires ou non.
**Contexte de collecte**
Le Programme National de Requalification des Quartiers Anciens Dégradés (PNRQAD) a été créé par la loi de « Mobilisation pour le logement et la lutte contre l’exclusion » du 25 mars 2009. Il a pour objectif la requalification urbaine et sociale des quartiers, la résorption de l’habitat indigne, l’amélioration et la diversification de l’offre de logements, l’amélioration de la performance énergétique des logements et le maintien de la mixité sociale au sein de ces quartiers. ([source](http://www.anru.fr/index.php/fre/Programmes/Programme-Quartiers-Anciens))
**Attributs**
| Champ | Alias | Type |
| --- | --- | --- |
| `pnrqad` |  | `varchar` |
| `isigeo_iduser` |  | `int4` |
| `nbre_de_proprietaire_2010_modeste` |  | `int4` |
| `pourc_proprietaire_2010_residence_secondaire` |  | `float8` |
| `nbre_de_proprietaire_2010_residence_principale` |  | `int4` |
| `pourc_proprietaire_2010_residence_principale` |  | `float8` |
| `nom` |  | `varchar` |
| `isigeo_synchro_lock` |  | `varchar` |
| `isigeo_obj` |  | `int4` |
| `nbre_logement_vacant_2010` |  | `int4` |
| `pourc_proprietaire_2010_modeste` |  | `float8` |
| `isigeo_user` |  | `varchar` |
| `idpnrqad` |  | `int4` |
| `pourc_logements_vacants_2010` |  | `float8` |
| `isigeo_statut` |  | `varchar` |
| `idprioritaire_pnrqad` |  | `int4` |
| `ogc_fid` |  | `int4,Unique` |
| `nbre_de_proprietaire_2010_residence_secondaire` |  | `int4` |
| `prioritaire_pnrqad` |  | `varchar` |
| `nbre_logement_2010` |  | `int4` |
| `isigeo_lock` |  | `varchar` |
| `isigeo_synchro_statut` |  | `varchar` |
| `isigeo_lot` |  | `varchar` |
Pour plus d’informations, consultez [la métadonnée sur le catalogue Isogeo](https://open.isogeo.com/s/dfea79f9daa941fbb7fc9248309dc1c4/THU_tcV6SuOT_DsWqcQNzDenuhTV0/r/6ec52212c9cc4f1a8844a9dd34e6b9f5).";"";"unknown";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";False;"2021-11-29T19:02:39.162000";"2025-02-26T00:00:00";"anru,donnees-ouvertes,pnrqad,secteur-sauvegarde,site-patrimonial-remarquable,spr";"2025-08-29T00:01:03.680000";2;2;"zip,geojson";"DCAT";"dcat.isogeo.com";"";"2025-02-26T00:00:00";"";"0.44";0;0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";0;0;"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";1869;240
